name,price,frequency,type,size
G.Skill Flare X (for AMD) DDR4-2133 32GB,0,2133,2,32
G.Skill Flare X (for AMD) DDR4-2133 32GB,8119,2133,2,32
G.Skill Flare X (for AMD) DDR4-2133 32GB,9799,2133,2,32
G.Skill Flare X (for AMD) DDR4-2133 32GB,31570,2133,2,32
G.Skill Flare X (for AMD) DDR4-2400 16GB,3849,2400,2,16
G.Skill Flare X (for AMD) DDR4-2400 16GB,4899,2400,2,16
G.Skill Flare X (for AMD) DDR4-2400 16GB,5109,2400,2,16
G.Skill Flare X (for AMD) DDR4-2400 32GB,0,2400,2,32
G.Skill Flare X (for AMD) DDR4-2400 32GB,11199,2400,2,32
G.Skill Flare X Series,7349,2400,2,32
G.Skill Flare X Series,8749,2400,2,64
G.Skill Flare X Series,8749,2400,2,64
G.Skill Flare X Series,8749,2400,2,32
G.Skill Flare X Series,19949,3200,2,32
G.Skill Flare X Series red,0,2400,2,16
"G.Skill Flare X Series red, DDR4-2400 für Ryzen, CL 15 - 32 GB Quad-Kit",0,2400,2,32
"G.Skill Flare X Series red, DDR4-2400 für Ryzen, CL 15 - 64 GB Quad-Kit",0,2400,2,64
"G.Skill Flare X Series red, DDR4-2400 für Ryzen, CL 16 - 32 GB Dual-Kit",9449,2400,2,32
"G.Skill Flare X Series red, DDR4-2400 für Ryzen, CL 16 - 64 GB Quad-Kit",0,2400,2,64
G.Skill Flare X Series black,0,2400,2,32
G.Skill Flare X Series black,0,2400,2,32
G.Skill FORTIS (for AMD) DDR4-2133 32GB,11549,2133,2,32
G.Skill FORTIS (for AMD) DDR4-2400 16GB,4899,2400,2,16
G.Skill FORTIS (for AMD) DDR4-2400 32GB,0,2400,2,32
G.Skill FORTIS (for AMD) DDR4-2400 32GB,8749,2400,2,32
G.Skill FORTIS (for AMD) DDR4-2400 64GB,18899,2400,2,64
G.Skill Fortis Series,3849,2400,2,16
G.Skill Fortis Series,23099,2400,2,64
"G.Skill Fortis Series black, DDR4-2400 für Ryzen, CL 15 - 32 GB Dual-Kit",10849,2400,2,32
"G.Skill Fortis Series black, DDR4-2400 für Ryzen, CL 16 - 32 GB Quad-Kit",9449,2400,2,32
G.Skill NQ-Red DDR3-1600 CL9,0,1600,1,4
G.Skill Ripjaws 4 blue DDR4-3000 CL15,0,3000,2,16
G.Skill Ripjaws 4 DDR4-2133 16GB,0,2133,2,16
G.Skill Ripjaws 4 DDR4-2133 16GB,8610,2133,2,16
G.Skill Ripjaws 4 DDR4-2133 32GB,11899,2133,2,32
G.Skill Ripjaws 4 DDR4-2133 32GB,12253,2133,2,32
G.Skill Ripjaws 4 DDR4-2133 64GB,0,2133,2,64
G.Skill Ripjaws 4 DDR4-2133 64GB,82737,2133,2,64
G.Skill Ripjaws 4 DDR4-2133 8GB,10333,2133,2,8
G.Skill Ripjaws 4 DDR4-2133 CL15,0,2133,2,16
G.Skill Ripjaws 4 DDR4-2133 CL15,0,2133,2,64
G.Skill Ripjaws 4 DDR4-2133 CL15,0,2133,2,32
G.Skill Ripjaws 4 DDR4-2133 CL15,0,2133,2,64
G.Skill Ripjaws 4 DDR4-2133 CL15,0,2133,2,32
G.Skill Ripjaws 4 DDR4-2133 CL15,0,2133,2,16
G.Skill Ripjaws 4 DDR4-2133 CL15,0,2133,2,8
G.Skill Ripjaws 4 DDR4-2400 128GB,350177,2400,2,128
G.Skill Ripjaws 4 DDR4-2400 16GB,0,2400,2,16
G.Skill Ripjaws 4 DDR4-2400 16GB,0,2400,2,16
G.Skill Ripjaws 4 DDR4-2400 16GB,0,2400,2,16
G.Skill Ripjaws 4 DDR4-2400 16GB,4899,2400,2,16
G.Skill Ripjaws 4 DDR4-2400 16GB,5147,2400,2,16
G.Skill Ripjaws 4 DDR4-2400 32GB,9099,2400,2,32
G.Skill Ripjaws 4 DDR4-2400 32GB,12996,2400,2,32
G.Skill Ripjaws 4 DDR4-2400 32GB,22260,2400,2,32
G.Skill Ripjaws 4 DDR4-2400 64GB,90297,2400,2,64
G.Skill Ripjaws 4 DDR4-2400 8GB,2449,2400,2,8
G.Skill Ripjaws 4 DDR4-2666 16GB,7349,2666,2,16
G.Skill Ripjaws 4 DDR4-2666 16GB,8119,2666,2,16
G.Skill Ripjaws 4 DDR4-2666 16GB,11970,2666,2,16
G.Skill Ripjaws 4 DDR4-2666 32GB,10149,2666,2,32
G.Skill Ripjaws 4 DDR4-2666 32GB,13299,2666,2,32
G.Skill Ripjaws 4 DDR4-2666 32GB,95757,2666,2,32
G.Skill Ripjaws 4 DDR4-2666 64GB,153087,2666,2,64
G.Skill Ripjaws 4 DDR4-2666 8GB,3259,2666,2,8
G.Skill Ripjaws 4 DDR4-2800 128GB,0,2800,2,128
G.Skill Ripjaws 4 DDR4-2800 16GB,4549,2800,2,16
G.Skill Ripjaws 4 DDR4-2800 16GB,8614,2800,2,16
G.Skill Ripjaws 4 DDR4-2800 32GB,0,2800,2,32
G.Skill Ripjaws 4 DDR4-2800 32GB,8216,2800,2,32
G.Skill Ripjaws 4 DDR4-2800 64GB,111297,2800,2,64
G.Skill Ripjaws 4 DDR4-2800 8GB,3779,2800,2,8
G.Skill Ripjaws 4 DDR4-3000 16GB,4689,3000,2,16
G.Skill Ripjaws 4 DDR4-3000 16GB,6999,3000,2,16
G.Skill Ripjaws 4 DDR4-3000 16GB,13643,3000,2,16
G.Skill Ripjaws 4 DDR4-3000 16GB,59637,3000,2,16
G.Skill Ripjaws 4 DDR4-3000 32GB,0,3000,2,32
G.Skill Ripjaws 4 DDR4-3000 32GB,11797,3000,2,32
G.Skill Ripjaws 4 DDR4-3000 32GB,27382,3000,2,32
G.Skill Ripjaws 4 DDR4-3000 8GB,0,3000,2,8
G.Skill Ripjaws 4 DDR4-3000 8GB,0,3000,2,8
G.Skill Ripjaws 4 DDR4-3000 CL15,0,3000,2,16
G.Skill Ripjaws 4 DDR4-3000 CL15,0,3000,2,16
G.Skill Ripjaws 4 DDR4-3000 CL15,16129,3000,2,16
G.Skill Ripjaws 4 DDR4-3200 8GB,0,3200,2,8
G.Skill Ripjaws 4 DDR4-3200 8GB,0,3200,2,8
G.Skill Ripjaws 4 DDR4-3300 16GB,0,3300,2,16
G.Skill Ripjaws 4 DDR4-3300 16GB,39057,3300,2,16
G.Skill Ripjaws 4 DDR4-3333 16GB,0,3333,2,16
G.Skill Ripjaws 4 DDR4-3400 16GB,19910,3400,2,16
"G.Skill RipJaws 4 Series, DDR4-3200, CL16 - 16 GB Kit",0,3200,2,16
G.Skill Ripjaws DDR3-1066 CL7,0,1066,1,8
G.Skill Ripjaws DDR3-1600 CL9,0,1600,1,8
G.Skill RipJaws V,3149,3600,2,16
G.Skill RipJaws V,5459,3600,2,32
G.Skill RipJaws V,10009,3600,2,64
G.Skill Ripjaws V,13649,3600,2,32
G.Skill RipJaws V,26599,3600,2,128
G.Skill Ripjaws V,30099,3200,2,64
G.Skill RipJaws V,30799,3600,2,128
G.Skill Ripjaws V,34299,3600,2,64
G.Skill Ripjaws V,55999,3200,2,128
G.Skill Ripjaws V DDR4-2133 32GB,9800,2133,2,32
G.Skill Ripjaws V DDR4-2133 32GB,16590,2133,2,32
G.Skill Ripjaws V DDR4-2400 16GB,3079,2400,2,16
G.Skill Ripjaws V DDR4-2400 16GB,3079,2400,2,16
G.Skill Ripjaws V DDR4-2400 16GB,3079,2400,2,16
G.Skill Ripjaws V DDR4-2400 16GB,6299,2400,2,16
G.Skill Ripjaws V DDR4-2400 32GB,5109,2400,2,32
G.Skill Ripjaws V DDR4-2400 32GB,11899,2400,2,32
G.Skill Ripjaws V DDR4-2400 8GB,2099,2400,2,8
G.Skill Ripjaws V DDR4-2666 16GB,3289,2666,2,16
G.Skill Ripjaws V DDR4-2666 16GB,6299,2666,2,16
G.Skill Ripjaws V DDR4-2666 16GB,6299,2666,2,16
G.Skill Ripjaws V DDR4-2666 16GB,8216,2666,2,16
G.Skill Ripjaws V DDR4-2666 32GB,0,2666,2,32
G.Skill Ripjaws V DDR4-2666 32GB,5459,2666,2,32
G.Skill Ripjaws V DDR4-2666 64GB,23799,2666,2,64
G.Skill Ripjaws V DDR4-2666 8GB,3639,2666,2,8
G.Skill Ripjaws V DDR4-2800 16GB,0,2800,2,16
G.Skill Ripjaws V DDR4-2800 16GB,0,2800,2,16
G.Skill Ripjaws V DDR4-2800 16GB,4549,2800,2,16
G.Skill Ripjaws V DDR4-2800 16GB,4899,2800,2,16
G.Skill Ripjaws V DDR4-2800 16GB,5389,2800,2,16
G.Skill Ripjaws V DDR4-2800 16GB,6077,2800,2,16
G.Skill Ripjaws V DDR4-2800 16GB,350000,2800,2,16
G.Skill Ripjaws V DDR4-2800 32GB,0,2800,2,32
G.Skill Ripjaws V DDR4-2800 32GB,8399,2800,2,32
G.Skill Ripjaws V DDR4-2800 32GB,10149,2800,2,32
G.Skill Ripjaws V DDR4-2800 32GB,10149,2800,2,32
G.Skill Ripjaws V DDR4-2800 64GB,20999,2800,2,64
G.Skill Ripjaws V DDR4-2800 64GB,20999,2800,2,64
G.Skill Ripjaws V DDR4-2800 8GB,2799,2800,2,8
G.Skill Ripjaws V DDR4-2800 8GB,3009,2800,2,8
G.Skill Ripjaws V DDR4-2800 8GB,5249,2800,2,8
G.Skill Ripjaws V DDR4-3000 128GB,45499,3000,2,128
G.Skill Ripjaws V DDR4-3000 128GB,46199,3000,2,128
G.Skill Ripjaws V DDR4-3000 16GB,0,3000,2,16
G.Skill Ripjaws V DDR4-3000 16GB,0,3000,2,16
G.Skill Ripjaws V DDR4-3000 16GB,4899,3000,2,16
G.Skill Ripjaws V DDR4-3000 16GB,6159,3000,2,16
G.Skill Ripjaws V DDR4-3000 16GB,6509,3000,2,16
G.Skill Ripjaws V DDR4-3000 16GB,6649,3000,2,16
G.Skill Ripjaws V DDR4-3000 16GB,6789,3000,2,16
G.Skill Ripjaws V DDR4-3000 16GB,6999,3000,2,16
G.Skill Ripjaws V DDR4-3000 32GB,11199,3000,2,32
G.Skill Ripjaws V DDR4-3000 32GB,11549,3000,2,32
G.Skill Ripjaws V DDR4-3000 32GB,11899,3000,2,32
G.Skill Ripjaws V DDR4-3000 32GB,11899,3000,2,32
G.Skill Ripjaws V DDR4-3000 32GB,11899,3000,2,32
G.Skill Ripjaws V DDR4-3000 32GB,12599,3000,2,32
G.Skill Ripjaws V DDR4-3000 32GB,13999,3000,2,32
G.Skill Ripjaws V DDR4-3000 64GB,0,3000,2,64
G.Skill Ripjaws V DDR4-3000 64GB,19599,3000,2,64
G.Skill Ripjaws V DDR4-3000 64GB,23099,3000,2,64
G.Skill Ripjaws V DDR4-3000 64GB,27999,3000,2,64
G.Skill Ripjaws V DDR4-3000 64GB,31290,3000,2,64
G.Skill Ripjaws V DDR4-3000 8GB,0,3000,2,8
G.Skill Ripjaws V DDR4-3000 8GB,0,3000,2,8
G.Skill Ripjaws V DDR4-3200 16GB,0,3200,2,16
G.Skill Ripjaws V DDR4-3200 16GB,3009,3200,2,16
G.Skill Ripjaws V DDR4-3200 32GB,12669,3200,2,32
G.Skill Ripjaws V DDR4-3200 32GB,13999,3200,2,32
G.Skill Ripjaws V DDR4-3200 32GB,17499,3200,2,32
G.Skill Ripjaws V DDR4-3200 32GB,19949,3200,2,32
G.Skill Ripjaws V DDR4-3200 32GB,20999,3200,2,32
G.Skill Ripjaws V DDR4-3200 64GB,17639,3200,2,64
G.Skill Ripjaws V DDR4-3200 64GB,27299,3200,2,64
G.Skill Ripjaws V DDR4-3200 64GB,32899,3200,2,64
G.Skill Ripjaws V DDR4-3200 64GB,34999,3200,2,64
G.Skill Ripjaws V DDR4-3200 8GB,2309,3200,2,8
G.Skill Ripjaws V DDR4-3333 16GB,6649,3333,2,16
G.Skill Ripjaws V DDR4-3333 16GB,6649,3333,2,16
G.Skill Ripjaws V DDR4-3333 32GB,11899,3333,2,32
G.Skill Ripjaws V DDR4-3333 32GB,12249,3333,2,32
G.Skill Ripjaws V DDR4-3333 32GB,13299,3333,2,32
G.Skill Ripjaws V DDR4-3333 64GB,12249,3333,2,64
G.Skill Ripjaws V DDR4-3333 64GB,43259,3333,2,64
G.Skill Ripjaws V DDR4-3400 32GB,13299,3400,2,32
G.Skill Ripjaws V DDR4-3400 64GB,29399,3400,2,64
G.Skill Ripjaws V DDR4-3466 16GB,0,3466,2,16
G.Skill Ripjaws V DDR4-3466 32GB,12599,3466,2,32
G.Skill Ripjaws V DDR4-3466 32GB,12949,3466,2,32
G.Skill Ripjaws V DDR4-3466 8GB,80712,3466,2,8
G.Skill Ripjaws V DDR4-3600 16GB,0,3600,2,16
G.Skill Ripjaws V DDR4-3600 32GB,17149,3600,2,32
G.Skill Ripjaws V DDR4-3600 8GB,49140,3600,2,8
G.Skill Ripjaws V DDR4-3733 8GB,0,3733,2,8
G.Skill Ripjaws V DDR4-3866 8GB,0,3866,2,8
G.Skill Ripjaws V DDR4-4000 8GB,41157,4000,2,8
G.Skill RipJaws V Series,4129,2666,2,32
G.Skill RipJaws V Series,5249,3000,2,16
G.Skill RipJaws V Series,5459,3200,2,32
G.Skill RipJaws V Series,8259,2666,2,64
G.Skill RipJaws V Series,20999,3200,2,128
G.Skill RipJaws V Series,44099,2666,2,128
G.Skill RipJaws V Series black,0,3200,2,16
G.Skill RipJaws V Series black,6299,3000,2,16
G.Skill RipJaws-X DDR3-1333 CL9,0,1333,1,8
G.Skill Ripjaws-X DDR3-1600 CL9,0,1600,1,8
G.Skill Ripjaws-X DDR3-2400 CL11,0,2400,1,32
G.Skill Sniper X Series,5529,3200,2,64
G.Skill Sniper X Series,5529,3200,2,32
G.Skill Sniper X Series,9449,3200,2,32
G.Skill Sniper X Series,10499,3200,2,64
G.Skill Sniper X Series,13299,3200,2,32
G.Skill Trident Z,10849,3200,2,32
G.Skill Trident Z DDR4-2800 32GB,14699,2800,2,32
G.Skill Trident Z DDR4-2800 8GB,0,2800,2,8
G.Skill Trident Z DDR4-2800 CL14,0,2800,2,32
G.Skill Trident Z DDR4-2800 CL15,0,2800,2,16
G.Skill Trident Z DDR4-3000 16GB,6649,3000,2,16
G.Skill Trident Z DDR4-3000 16GB,7382,3000,2,16
G.Skill Trident Z DDR4-3000 32GB,13649,3000,2,32
G.Skill Trident Z DDR4-3000 64GB,25199,3000,2,64
G.Skill Trident Z DDR4-3000 8GB,32757,3000,2,8
G.Skill Trident Z DDR4-3000 CL15,0,3000,2,32
G.Skill Trident Z DDR4-3000 CL15,0,3000,2,8
G.Skill Trident Z DDR4-3200 128GB,38499,3200,2,128
G.Skill Trident Z DDR4-3200 128GB,48999,3200,2,128
G.Skill Trident Z DDR4-3200 128GB,48999,3200,2,128
G.Skill Trident Z DDR4-3200 128GB,56662,3200,2,128
G.Skill Trident Z DDR4-3200 128GB,69299,3200,2,128
G.Skill Trident Z DDR4-3200 128GB,83999,3200,2,128
G.Skill Trident Z DDR4-3200 16GB,8321,3200,2,16
G.Skill Trident Z DDR4-3200 32GB,0,3200,2,32
G.Skill Trident Z DDR4-3200 32GB,9099,3200,2,32
G.Skill Trident Z DDR4-3200 32GB,12599,3200,2,32
G.Skill Trident Z DDR4-3200 32GB,12949,3200,2,32
G.Skill Trident Z DDR4-3200 32GB,13999,3200,2,32
G.Skill Trident Z DDR4-3200 32GB,13999,3200,2,32
G.Skill Trident Z DDR4-3200 32GB,15049,3200,2,32
G.Skill Trident Z DDR4-3200 32GB,18899,3200,2,32
G.Skill Trident Z DDR4-3200 32GB,22399,3200,2,32
G.Skill Trident Z DDR4-3200 32GB,23099,3200,2,32
G.Skill Trident Z DDR4-3200 32GB,95829,3200,2,32
G.Skill Trident Z DDR4-3200 64GB,0,3200,2,64
G.Skill Trident Z DDR4-3200 64GB,0,3200,2,64
G.Skill Trident Z DDR4-3200 64GB,19949,3200,2,64
G.Skill Trident Z DDR4-3200 64GB,20999,3200,2,64
G.Skill Trident Z DDR4-3200 64GB,25199,3200,2,64
G.Skill Trident Z DDR4-3200 64GB,25199,3200,2,64
G.Skill Trident Z DDR4-3200 64GB,27999,3200,2,64
G.Skill Trident Z DDR4-3200 64GB,34299,3200,2,64
G.Skill Trident Z DDR4-3200 64GB,43399,3200,2,64
G.Skill Trident Z DDR4-3200 64GB,80712,3200,2,64
G.Skill Trident Z DDR4-3200 64GB,171777,3200,2,64
G.Skill Trident Z DDR4-3200 8GB,24567,3200,2,8
G.Skill Trident Z DDR4-3200 CL16,0,3200,2,32
G.Skill Trident Z DDR4-3200 CL16,0,3200,2,8
G.Skill Trident Z DDR4-3300 128GB,482157,3300,2,128
G.Skill Trident Z DDR4-3300 32GB,13439,3300,2,32
G.Skill Trident Z DDR4-3300 32GB,13999,3300,2,32
G.Skill Trident Z DDR4-3300 32GB,14349,3300,2,32
G.Skill Trident Z DDR4-3300 64GB,0,3300,2,64
G.Skill Trident Z DDR4-3300 64GB,27299,3300,2,64
G.Skill Trident Z DDR4-3300 64GB,32199,3300,2,64
G.Skill Trident Z DDR4-3300 64GB,59572,3300,2,64
G.Skill Trident Z DDR4-3300 64GB,149937,3300,2,64
G.Skill Trident Z DDR4-3300 64GB,172407,3300,2,64
G.Skill Trident Z DDR4-3333 128GB,301977,3333,2,128
G.Skill Trident Z DDR4-3333 16GB,6299,3333,2,16
G.Skill Trident Z DDR4-3333 16GB,6999,3333,2,16
G.Skill Trident Z DDR4-3333 16GB,35487,3333,2,16
G.Skill Trident Z DDR4-3333 16GB,61393,3333,2,16
G.Skill Trident Z DDR4-3333 16GB,66777,3333,2,16
G.Skill Trident Z DDR4-3333 32GB,0,3333,2,32
G.Skill Trident Z DDR4-3333 32GB,10149,3333,2,32
G.Skill Trident Z DDR4-3333 32GB,10849,3333,2,32
G.Skill Trident Z DDR4-3333 32GB,12599,3333,2,32
G.Skill Trident Z DDR4-3333 32GB,27930,3333,2,32
G.Skill Trident Z DDR4-3333 32GB,75810,3333,2,32
G.Skill Trident Z DDR4-3333 32GB,114867,3333,2,32
G.Skill Trident Z DDR4-3333 64GB,21699,3333,2,64
G.Skill Trident Z DDR4-3333 64GB,21699,3333,2,64
G.Skill Trident Z DDR4-3333 64GB,40319,3333,2,64
G.Skill Trident Z DDR4-3400 16GB,6471,3400,2,16
G.Skill Trident Z DDR4-3400 32GB,10499,3400,2,32
G.Skill Trident Z DDR4-3400 32GB,10849,3400,2,32
G.Skill Trident Z DDR4-3400 32GB,12599,3400,2,32
G.Skill Trident Z DDR4-3400 64GB,37142,3400,2,64
G.Skill Trident Z DDR4-3400 CL16,0,3400,2,32
G.Skill Trident Z DDR4-3466 16GB,59427,3466,2,16
G.Skill Trident Z DDR4-3466 32GB,12599,3466,2,32
G.Skill Trident Z DDR4-3466 32GB,12599,3466,2,32
G.Skill Trident Z DDR4-3466 32GB,13299,3466,2,32
G.Skill Trident Z DDR4-3466 64GB,20999,3466,2,64
G.Skill Trident Z DDR4-3466 64GB,20999,3466,2,64
G.Skill Trident Z DDR4-3466 64GB,31499,3466,2,64
G.Skill Trident Z DDR4-3466 64GB,33599,3466,2,64
G.Skill Trident Z DDR4-3466 64GB,34299,3466,2,64
G.Skill Trident Z DDR4-3600 16GB,109200,3600,2,16
G.Skill Trident Z DDR4-3600 32GB,18199,3600,2,32
G.Skill Trident Z DDR4-3600 64GB,29400,3600,2,64
G.Skill Trident Z DDR4-3600 64GB,31499,3600,2,64
G.Skill Trident Z DDR4-3600 64GB,31499,3600,2,64
G.Skill Trident Z DDR4-3600 8GB,0,3600,2,8
G.Skill Trident Z DDR4-3733 16GB,8959,3733,2,16
G.Skill Trident Z DDR4-3733 16GB,9449,3733,2,16
G.Skill Trident Z DDR4-3733 16GB,113820,3733,2,16
G.Skill Trident Z DDR4-3733 8GB,55020,3733,2,8
G.Skill Trident Z DDR4-3866 16GB,9799,3866,2,16
G.Skill Trident Z DDR4-3866 16GB,10499,3866,2,16
G.Skill Trident Z DDR4-3866 16GB,10499,3866,2,16
G.Skill Trident Z DDR4-3866 16GB,560630,3866,2,16
G.Skill Trident Z DDR4-3866 32GB,20140,3866,2,32
G.Skill Trident Z DDR4-3866 32GB,21909,3866,2,32
G.Skill Trident Z DDR4-3866 32GB,21909,3866,2,32
G.Skill Trident Z DDR4-3866 8GB,49347,3866,2,8
G.Skill Trident Z DDR4-4000 16GB,6019,4000,2,16
G.Skill Trident Z DDR4-4000 16GB,6159,4000,2,16
G.Skill Trident Z DDR4-4000 16GB,6159,4000,2,16
G.Skill Trident Z DDR4-4000 16GB,10149,4000,2,16
G.Skill Trident Z DDR4-4000 16GB,10149,4000,2,16
G.Skill Trident Z DDR4-4000 16GB,10849,4000,2,16
G.Skill Trident Z DDR4-4000 32GB,20999,4000,2,32
G.Skill Trident Z DDR4-4000 32GB,20999,4000,2,32
G.Skill Trident Z DDR4-4000 32GB,21699,4000,2,32
G.Skill Trident Z DDR4-4000 8GB,0,4000,2,8
G.Skill Trident Z DDR4-4133 16GB,10849,4133,2,16
G.Skill Trident Z DDR4-4133 16GB,11014,4133,2,16
G.Skill Trident Z DDR4-4133 16GB,11199,4133,2,16
G.Skill Trident Z DDR4-4133 16GB,11199,4133,2,16
G.Skill Trident Z DDR4-4133 8GB,0,4133,2,8
G.Skill Trident Z DDR4-4266 16GB,11014,4266,2,16
G.Skill Trident Z DDR4-4266 16GB,11549,4266,2,16
G.Skill Trident Z DDR4-4266 16GB,11899,4266,2,16
G.Skill Trident Z DDR4-4266 8GB,8216,4266,2,8
G.Skill Trident Z Neo,11759,3600,2,64
G.Skill Trident Z Neo,15399,3600,2,32
G.Skill Trident Z Neo,48999,3600,2,64
G.Skill Trident Z Neo Series,4479,3000,2,16
G.Skill Trident Z Neo Series,13299,3000,2,32
G.Skill Trident Z Neo Series,13999,2666,2,32
G.Skill Trident Z Neo Series,16099,2666,2,32
G.Skill Trident Z Neo Series,16799,3600,2,64
G.Skill Trident Z Neo Series,16799,3200,2,32
G.Skill Trident Z Neo Series,16799,2666,2,16
G.Skill Trident Z Neo Series,16799,3000,2,32
G.Skill Trident Z Neo Series,24499,3200,2,32
G.Skill Trident Z Neo Series,25199,3000,2,64
G.Skill Trident Z Neo Series,27649,2666,2,64
G.Skill Trident Z Neo Series,29399,3200,2,64
G.Skill Trident Z Neo Series,30099,3600,2,64
G.Skill Trident Z Neo Series,40599,3600,2,64
G.Skill Trident Z Neo Series,41999,3200,2,64
G.Skill Trident Z RGB,0,3866,2,32
G.Skill Trident Z RGB,11199,3600,2,64
G.Skill Trident Z RGB,15399,3600,2,32
G.Skill Trident Z RGB,16799,3200,2,64
G.Skill Trident Z RGB,22749,3600,2,128
G.Skill Trident Z RGB,33949,3600,2,64
G.Skill Trident Z RGB,60899,3200,2,128
G.Skill Trident Z RGB DDR4-2400 16GB,7699,2400,2,16
G.Skill Trident Z RGB DDR4-2400 32GB,15469,2400,2,32
G.Skill Trident Z RGB DDR4-2400 64GB,27299,2400,2,64
G.Skill Trident Z RGB DDR4-3000 16GB,7699,3000,2,16
G.Skill Trident Z RGB DDR4-3000 16GB,8049,3000,2,16
G.Skill Trident Z RGB DDR4-3000 32GB,15399,3000,2,32
G.Skill Trident Z RGB DDR4-3000 32GB,16449,3000,2,32
G.Skill Trident Z RGB DDR4-3200 32GB,8399,3200,2,32
G.Skill Trident Z RGB DDR4-3466 32GB,17149,3466,2,32
G.Skill Trident Z RGB DDR4-3600 32GB,20999,3600,2,32
G.Skill Trident Z RGB DDR4-3600 32GB,23449,3600,2,32
G.Skill Trident Z RGB DDR4-3866 16GB,11899,3866,2,16
G.Skill Trident Z RGB DDR4-4000 16GB,11549,4000,2,16
G.Skill Trident Z RGB DDR4-4266 16GB,13299,4266,2,16
G.Skill Trident Z RGB Series,0,3000,2,32
G.Skill Trident Z RGB Series,0,2400,2,32
G.Skill Trident Z RGB Series,3989,3000,2,16
G.Skill Trident Z RGB Series,12599,4133,2,16
G.Skill Trident Z RGB Series,13999,3000,2,32
G.Skill Trident Z RGB Series,15456,3600,2,32
G.Skill Trident Z RGB Series,24499,3866,2,32
G.Skill Trident Z RGB Series,24779,3200,2,32
G.Skill Trident Z RGB Series,27999,3000,2,64
G.Skill Trident Z RGB Series,32899,3600,2,64
G.Skill Trident Z RGB Series für AMD Ryzen,0,2933,2,32
G.Skill Trident Z RGB Series für AMD Ryzen,0,2933,2,32
G.Skill Trident Z RGB Series für AMD Ryzen,0,2933,2,16
G.Skill Trident Z RGB Series für AMD Ryzen,0,2933,2,64
G.Skill Trident Z RGB Series für AMD Ryzen,7699,2400,2,16
G.Skill Trident Z RGB Series für AMD Ryzen,8399,2933,2,16
G.Skill Trident Z RGB Series für AMD Ryzen,10149,2400,2,32
G.Skill Trident Z RGB Series für AMD Ryzen,15469,2400,2,32
G.Skill Trident Z RGB Series für AMD Ryzen,25199,3200,2,32
G.Skill Trident Z RGB Series für AMD Ryzen,26809,2400,2,64
G.Skill Trident Z Royal,9099,4000,2,32
G.Skill Trident Z Royal,16799,3600,2,32
G.Skill Trident Z Royal,16799,3600,2,32
G.Skill Trident Z Royal,19249,3200,2,64
G.Skill Trident Z Royal,19249,3200,2,64
G.Skill Trident Z Royal,50399,3600,2,64
G.Skill Trident Z Royal,51099,3600,2,64
G.Skill Trident Z Royal,58099,3200,2,128
G.Skill Trident Z Royal,62999,3200,2,128
G.Skill Trident Z Royal Series gold,9099,3000,2,16
G.Skill Trident Z Royal Series gold,13999,4600,2,16
G.Skill Trident Z Royal Series gold,15399,4266,2,16
G.Skill Trident Z Royal Series silver,9659,3000,2,16
G.Skill Trident Z Royal Series silver,15049,4266,2,16
G.Skill Trident Z Royal Series silver,20299,4600,2,16
G.Skill Trident Z Series silver/red,0,3200,2,16
G.Skill Trident Z Series silver/red,6579,3000,2,16
G.Skill Trident Z Series silver/red,11549,3000,2,32
G.Skill Trident Z5 RGB,0,8000,3,32
G.Skill Trident Z5 RGB,0,8000,3,32
G.Skill Trident Z5 RGB,20299,6000,3,64
G.Skill Trident Z5 RGB,20299,6000,3,64
G.Skill Trident Z5 RGB,20649,6000,3,64
G.Skill Trident Z5 RGB,20649,6000,3,64
G.Skill Trident Z5 RGB,21699,6400,3,64
G.Skill Trident Z5 RGB,21699,6400,3,64
G.Skill Trident Z5 RGB,22049,7800,3,32
G.Skill Trident Z5 RGB,22049,7800,3,32
G.Skill TridentX DDR3-2400 CL10,0,2400,1,8
G.Skill TridentX DDR3-2400 CL10,0,2400,1,16
G.Skill Value DDR3-1333 CL9,0,1333,1,2
G.Skill Value DDR3-1333 CL9,0,1333,1,8
G.Skill Value DDR4-2133 4GB,0,2133,2,4
G.Skill Value DDR4-2400 16GB,4689,2400,2,16
G.Skill Value DDR4-2400 32GB,10766,2400,2,32
G.Skill Value Series,2519,2133,2,16
G.Skill Value Series,2519,2400,2,4
G.Skill Value Series,2519,2133,2,8
G.Skill Value Series,2519,2133,2,8
G.Skill Value Series,3009,2666,2,8
G.Skill Value Series,3079,2400,2,8
G.Skill Value Series,5599,2400,2,16
G.Skill Value Series,5739,2400,2,16
Gigabyte Aorus RGB Memory,0,4400,2,16
Gigabyte Aorus RGB Memory,0,3333,2,16
Gigabyte Aorus RGB Memory,7279,3733,2,16
Gigabyte Memory,9099,2666,2,16
Gigabyte Memory,13512,3600,2,16
HyperX Fury blue DDR3-1333 CL9,0,1333,1,8
HyperX Fury blue DDR3-1333 CL9,1609,1333,1,4
HyperX Fury blue DDR3-1333 CL9,3219,1333,1,8
HyperX Fury blue DDR3-1333 CL9,5389,1333,1,16
HyperX Fury red DDR3-1333 CL9,3040,1333,1,4
HyperX Fury red DDR3-1333 CL9,3289,1333,1,8
HyperX Fury red DDR3-1333 CL9,5389,1333,1,16
HyperX Fury red DDR3-1600 CL10,1679,1600,1,4
